,recency,frequency,monetary,RecenciaCluster,FrequenciaCluster,monetaryCluster,Score,Seguimento
1533,175,1,103.8,0,0,0,0,Inativo
1534,175,1,51.8,0,0,0,0,Inativo
1535,175,1,259.7,0,0,0,0,Inativo
1536,175,1,156.8,0,0,0,0,Inativo
1537,175,1,69.9,0,0,0,0,Inativo
1538,175,1,44.27,0,0,0,0,Inativo
1539,175,1,148.23,0,0,0,0,Inativo
1540,175,1,23.4,0,0,0,0,Inativo
1541,175,1,139.8,0,0,0,0,Inativo
1542,175,1,69.9,0,0,0,0,Inativo
1543,175,1,209.7,0,0,0,0,Inativo
1544,175,1,109.9,0,0,0,0,Inativo
1545,175,1,69.9,0,0,0,0,Inativo
1546,175,1,255.1,0,0,0,0,Inativo
1547,175,1,271.5,0,0,0,0,Inativo
1548,175,1,279.7,0,0,0,0,Inativo
1549,175,1,109.9,0,0,0,0,Inativo
1550,175,1,132.6,0,0,0,0,Inativo
1551,175,1,242.9,0,0,0,0,Inativo
1552,175,1,254.7,0,0,0,0,Inativo
1553,175,1,286.7,0,0,0,0,Inativo
1554,175,1,49.9,0,0,0,0,Inativo
1555,175,1,109.8,0,0,0,0,Inativo
1556,175,1,216.6,0,0,0,0,Inativo
1557,174,1,183.8,0,0,0,0,Inativo
1558,174,1,147.79,0,0,0,0,Inativo
1559,174,1,109.8,0,0,0,0,Inativo
1560,174,1,189.0,0,0,0,0,Inativo
1561,174,1,256.7,0,0,0,0,Inativo
1562,174,1,213.9,0,0,0,0,Inativo
1563,174,1,135.8,0,0,0,0,Inativo
1564,174,1,294.6,0,0,0,0,Inativo
1565,174,1,164.8,0,0,0,0,Inativo
1566,174,1,219.7,0,0,0,0,Inativo
1567,174,1,69.9,0,0,0,0,Inativo
1568,174,1,219.6,0,0,0,0,Inativo
1569,174,1,181.5,0,0,0,0,Inativo
1570,174,1,229.8,0,0,0,0,Inativo
1571,174,1,119.8,0,0,0,0,Inativo
1572,174,1,104.8,0,0,0,0,Inativo
1573,210,1,192.8,0,0,0,0,Inativo
1574,174,1,109.9,0,0,0,0,Inativo
1575,174,1,231.56,0,0,0,0,Inativo
1576,174,1,279.7,0,0,0,0,Inativo
1577,174,1,189.0,0,0,0,0,Inativo
1578,174,1,139.8,0,0,0,0,Inativo
1579,174,1,300.7,0,0,0,0,Inativo
1580,174,1,254.75,0,0,0,0,Inativo
1581,174,1,109.9,0,0,0,0,Inativo
1582,174,1,297.5,0,0,0,0,Inativo
1583,174,1,185.4,0,0,0,0,Inativo
1584,174,1,109.9,0,0,0,0,Inativo
1585,174,1,109.9,0,0,0,0,Inativo
1586,174,1,305.7,0,0,0,0,Inativo
1587,174,1,191.7,0,0,0,0,Inativo
1588,174,1,109.9,0,0,0,0,Inativo
1589,174,1,139.57,0,0,0,0,Inativo
1590,174,1,219.6,0,0,0,0,Inativo
1591,174,1,220.7,0,0,0,0,Inativo
1592,174,1,188.6,0,0,0,0,Inativo
1593,174,1,199.8,0,0,0,0,Inativo
1594,174,1,139.8,0,0,0,0,Inativo
1595,174,1,199.96,0,0,0,0,Inativo
1596,174,1,279.7,0,0,0,0,Inativo
1597,174,1,109.9,0,0,0,0,Inativo
1598,174,1,190.3,0,0,0,0,Inativo
1599,174,1,181.7,0,0,0,0,Inativo
1600,174,1,183.9,0,0,0,0,Inativo
1601,174,1,127.2,0,0,0,0,Inativo
1602,174,1,127.2,0,0,0,0,Inativo
1603,174,1,89.82,0,0,0,0,Inativo
1604,174,1,109.62,0,0,0,0,Inativo
1605,174,1,69.9,0,0,0,0,Inativo
1606,174,1,109.9,0,0,0,0,Inativo
1607,174,1,219.8,0,0,0,0,Inativo
1608,174,1,229.8,0,0,0,0,Inativo
1609,174,1,59.9,0,0,0,0,Inativo
1610,174,1,108.1,0,0,0,0,Inativo
1611,174,1,109.9,0,0,0,0,Inativo
1612,174,1,219.38,0,0,0,0,Inativo
1613,174,1,164.7,0,0,0,0,Inativo
1614,174,1,209.7,0,0,0,0,Inativo
1615,174,1,181.7,0,0,0,0,Inativo
1616,174,1,219.7,0,0,0,0,Inativo
1617,174,1,221.6,0,0,0,0,Inativo
1618,174,1,109.9,0,0,0,0,Inativo
1619,174,1,108.38,0,0,0,0,Inativo
1620,174,1,214.6,0,0,0,0,Inativo
1621,174,1,109.8,0,0,0,0,Inativo
1622,174,1,189.0,0,0,0,0,Inativo
1623,174,1,69.9,0,0,0,0,Inativo
1624,174,1,140.7,0,0,0,0,Inativo
1625,174,1,194.7,0,0,0,0,Inativo
1626,174,1,156.6,0,0,0,0,Inativo
1627,174,1,249.7,0,0,0,0,Inativo
1628,174,1,108.42,0,0,0,0,Inativo
1629,174,1,183.9,0,0,0,0,Inativo
1630,174,1,117.2,0,0,0,0,Inativo
1631,174,1,69.9,0,0,0,0,Inativo
1632,174,1,249.6,0,0,0,0,Inativo
1633,174,1,119.9,0,0,0,0,Inativo
1634,174,1,69.9,0,0,0,0,Inativo
1635,174,1,109.9,0,0,0,0,Inativo
1636,174,1,294.7,0,0,0,0,Inativo
1637,210,1,91.3,0,0,0,0,Inativo
1638,174,1,239.1,0,0,0,0,Inativo
1639,174,1,219.8,0,0,0,0,Inativo
1640,173,1,180.4,0,0,0,0,Inativo
1641,174,1,219.8,0,0,0,0,Inativo
1642,174,1,284.7,0,0,0,0,Inativo
1643,174,1,303.7,0,0,0,0,Inativo
1644,174,1,229.7,0,0,0,0,Inativo
1645,174,1,195.6,0,0,0,0,Inativo
1646,174,1,183.7,0,0,0,0,Inativo
1647,174,1,263.4,0,0,0,0,Inativo
1648,173,1,109.8,0,0,0,0,Inativo
1649,174,1,109.9,0,0,0,0,Inativo
1650,174,1,209.8,0,0,0,0,Inativo
1651,173,1,218.32,0,0,0,0,Inativo
1652,174,1,172.37,0,0,0,0,Inativo
1653,173,1,177.4,0,0,0,0,Inativo
1654,174,1,139.8,0,0,0,0,Inativo
1655,173,1,119.8,0,0,0,0,Inativo
1656,173,1,183.9,0,0,0,0,Inativo
1657,174,1,249.7,0,0,0,0,Inativo
1658,174,1,109.9,0,0,0,0,Inativo
1659,174,1,49.9,0,0,0,0,Inativo
1660,173,1,238.9,0,0,0,0,Inativo
1661,173,1,59.9,0,0,0,0,Inativo
1662,174,1,223.06,0,0,0,0,Inativo
1663,174,1,219.8,0,0,0,0,Inativo
1664,173,1,290.0,0,0,0,0,Inativo
1665,174,1,216.7,0,0,0,0,Inativo
1666,173,1,248.7,0,0,0,0,Inativo
1667,174,1,259.6,0,0,0,0,Inativo
1668,173,1,69.9,0,0,0,0,Inativo
1669,174,1,290.0,0,0,0,0,Inativo
1670,174,1,119.7,0,0,0,0,Inativo
1671,174,1,164.8,0,0,0,0,Inativo
1672,173,1,109.9,0,0,0,0,Inativo
1673,173,1,111.8,0,0,0,0,Inativo
1674,174,1,194.7,0,0,0,0,Inativo
1675,173,1,69.9,0,0,0,0,Inativo
1676,173,1,211.5,0,0,0,0,Inativo
1677,173,1,53.8,0,0,0,0,Inativo
1678,173,1,220.7,0,0,0,0,Inativo
1679,173,1,165.48,0,0,0,0,Inativo
1680,173,1,69.9,0,0,0,0,Inativo
1681,173,1,293.5,0,0,0,0,Inativo
1682,173,1,200.6,0,0,0,0,Inativo
1683,173,1,139.8,0,0,0,0,Inativo
1684,173,1,249.7,0,0,0,0,Inativo
1685,173,1,111.5,0,0,0,0,Inativo
1686,173,1,216.7,0,0,0,0,Inativo
1687,173,1,189.6,0,0,0,0,Inativo
1688,173,1,111.8,0,0,0,0,Inativo
1689,173,1,109.9,0,0,0,0,Inativo
1690,173,1,101.1,0,0,0,0,Inativo
1691,173,1,234.6,0,0,0,0,Inativo
1692,173,1,99.9,0,0,0,0,Inativo
1693,173,1,219.28,0,0,0,0,Inativo
1694,173,1,149.7,0,0,0,0,Inativo
1695,173,1,208.8,0,0,0,0,Inativo
1696,173,1,146.0,0,0,0,0,Inativo
1697,173,1,69.9,0,0,0,0,Inativo
1698,173,1,139.8,0,0,0,0,Inativo
1699,173,1,69.9,0,0,0,0,Inativo
1700,173,1,221.6,0,0,0,0,Inativo
1701,173,1,206.91,0,0,0,0,Inativo
1702,173,1,219.8,0,0,0,0,Inativo
1703,173,1,101.1,0,0,0,0,Inativo
1704,173,1,69.9,0,0,0,0,Inativo
1705,173,1,54.9,0,0,0,0,Inativo
1706,173,1,98.91,0,0,0,0,Inativo
1707,173,1,160.9,0,0,0,0,Inativo
1708,173,1,183.1,0,0,0,0,Inativo
1709,173,1,107.7,0,0,0,0,Inativo
1710,173,1,229.8,0,0,0,0,Inativo
1711,173,1,194.7,0,0,0,0,Inativo
1712,173,1,192.72,0,0,0,0,Inativo
1713,173,1,69.9,0,0,0,0,Inativo
1714,212,1,189.0,0,0,0,0,Inativo
1715,173,1,238.9,0,0,0,0,Inativo
1716,173,1,69.9,0,0,0,0,Inativo
1717,165,3,227.0,0,0,0,0,Inativo
1718,173,1,140.41,0,0,0,0,Inativo
1719,173,1,147.79,0,0,0,0,Inativo
1720,173,1,219.6,0,0,0,0,Inativo
1721,173,1,180.3,0,0,0,0,Inativo
1722,173,1,219.6,0,0,0,0,Inativo
1723,173,1,69.9,0,0,0,0,Inativo
1724,173,1,202.9,0,0,0,0,Inativo
1725,173,1,76.9,0,0,0,0,Inativo
1726,173,1,249.7,0,0,0,0,Inativo
1727,173,1,119.8,0,0,0,0,Inativo
1728,173,1,241.6,0,0,0,0,Inativo
1729,173,1,236.5,0,0,0,0,Inativo
1730,173,1,140.41,0,0,0,0,Inativo
1731,173,1,229.8,0,0,0,0,Inativo
1732,173,1,111.29,0,0,0,0,Inativo
1733,173,1,119.9,0,0,0,0,Inativo
1734,173,1,183.9,0,0,0,0,Inativo
1735,173,1,229.8,0,0,0,0,Inativo
1736,173,1,183.9,0,0,0,0,Inativo
1737,173,1,70.2,0,0,0,0,Inativo
1738,173,1,219.8,0,0,0,0,Inativo
1739,173,1,99.38,0,0,0,0,Inativo
1740,173,1,143.75,0,0,0,0,Inativo
1741,173,1,285.6,0,0,0,0,Inativo
1742,173,1,119.8,0,0,0,0,Inativo
1743,173,1,171.83,0,0,0,0,Inativo
1744,173,1,56.9,0,0,0,0,Inativo
1745,173,1,59.9,0,0,0,0,Inativo
1746,173,1,292.38,0,0,0,0,Inativo
1747,173,1,258.5,0,0,0,0,Inativo
1748,173,1,221.6,0,0,0,0,Inativo
1749,173,1,189.7,0,0,0,0,Inativo
1750,173,1,249.58,0,0,0,0,Inativo
1751,173,1,183.9,0,0,0,0,Inativo
1752,173,1,139.8,0,0,0,0,Inativo
1753,173,1,109.9,0,0,0,0,Inativo
1754,173,1,109.8,0,0,0,0,Inativo
1755,173,1,54.9,0,0,0,0,Inativo
1756,173,1,189.61,0,0,0,0,Inativo
1757,173,1,164.8,0,0,0,0,Inativo
1758,173,1,109.9,0,0,0,0,Inativo
1759,173,1,192.6,0,0,0,0,Inativo
1760,173,1,125.5,0,0,0,0,Inativo
1761,173,1,109.9,0,0,0,0,Inativo
1762,173,1,69.9,0,0,0,0,Inativo
1763,173,1,219.8,0,0,0,0,Inativo
1764,173,1,87.43,0,0,0,0,Inativo
1765,173,1,238.8,0,0,0,0,Inativo
1766,173,1,119.55,0,0,0,0,Inativo
1767,173,1,218.88,0,0,0,0,Inativo
1768,173,1,109.9,0,0,0,0,Inativo
1769,173,1,69.9,0,0,0,0,Inativo
1770,173,1,269.6,0,0,0,0,Inativo
1771,173,1,113.7,0,0,0,0,Inativo
1772,173,1,95.8,0,0,0,0,Inativo
1773,173,1,124.5,0,0,0,0,Inativo
1774,173,1,109.9,0,0,0,0,Inativo
1775,173,1,129.9,0,0,0,0,Inativo
1776,173,1,219.8,0,0,0,0,Inativo
1777,173,1,139.8,0,0,0,0,Inativo
1778,173,1,69.9,0,0,0,0,Inativo
1779,173,1,69.9,0,0,0,0,Inativo
1780,173,1,184.7,0,0,0,0,Inativo
1781,173,1,274.5,0,0,0,0,Inativo
1782,173,1,69.9,0,0,0,0,Inativo
1783,173,1,276.5,0,0,0,0,Inativo
1784,173,1,54.9,0,0,0,0,Inativo
1785,173,1,99.9,0,0,0,0,Inativo
1786,173,1,104.8,0,0,0,0,Inativo
1787,173,1,146.52,0,0,0,0,Inativo
1788,173,1,202.8,0,0,0,0,Inativo
1789,173,1,99.0,0,0,0,0,Inativo
1790,173,1,178.8,0,0,0,0,Inativo
1791,173,1,109.9,0,0,0,0,Inativo
1792,173,1,219.8,0,0,0,0,Inativo
1793,173,1,125.8,0,0,0,0,Inativo
1794,173,1,179.8,0,0,0,0,Inativo
1795,173,1,266.4,0,0,0,0,Inativo
1796,173,1,109.9,0,0,0,0,Inativo
1797,173,1,183.9,0,0,0,0,Inativo
1798,173,1,109.9,0,0,0,0,Inativo
1799,173,1,219.8,0,0,0,0,Inativo
1800,173,1,219.8,0,0,0,0,Inativo
1801,173,1,299.6,0,0,0,0,Inativo
1802,173,1,69.9,0,0,0,0,Inativo
1803,173,1,189.7,0,0,0,0,Inativo
1804,173,1,189.0,0,0,0,0,Inativo
1805,173,1,259.6,0,0,0,0,Inativo
1806,173,1,180.9,0,0,0,0,Inativo
1807,173,1,119.9,0,0,0,0,Inativo
1808,173,1,209.7,0,0,0,0,Inativo
1809,172,1,289.6,0,0,0,0,Inativo
1810,172,1,219.8,0,0,0,0,Inativo
1811,172,1,121.88,0,0,0,0,Inativo
1812,172,1,72.2,0,0,0,0,Inativo
1813,172,1,139.8,0,0,0,0,Inativo
1814,173,1,281.6,0,0,0,0,Inativo
1815,173,1,183.9,0,0,0,0,Inativo
1816,173,1,229.8,0,0,0,0,Inativo
1817,172,1,109.9,0,0,0,0,Inativo
1818,172,1,154.6,0,0,0,0,Inativo
1819,172,1,268.4,0,0,0,0,Inativo
1820,172,1,164.7,0,0,0,0,Inativo
1821,172,1,279.6,0,0,0,0,Inativo
1822,172,1,54.9,0,0,0,0,Inativo
1823,172,1,229.8,0,0,0,0,Inativo
1824,172,1,117.7,0,0,0,0,Inativo
1825,172,1,164.7,0,0,0,0,Inativo
1826,172,1,62.7,0,0,0,0,Inativo
1827,173,1,166.7,0,0,0,0,Inativo
1828,173,1,69.9,0,0,0,0,Inativo
1829,172,1,187.8,0,0,0,0,Inativo
1830,172,1,289.6,0,0,0,0,Inativo
1831,172,1,183.9,0,0,0,0,Inativo
1832,172,1,139.1,0,0,0,0,Inativo
1833,173,1,119.8,0,0,0,0,Inativo
1834,172,1,119.9,0,0,0,0,Inativo
1835,173,1,219.2,0,0,0,0,Inativo
1836,172,1,181.7,0,0,0,0,Inativo
1837,173,1,219.8,0,0,0,0,Inativo
1838,172,1,54.9,0,0,0,0,Inativo
1839,173,1,137.2,0,0,0,0,Inativo
1840,172,1,247.6,0,0,0,0,Inativo
1841,173,1,199.7,0,0,0,0,Inativo
1842,173,1,109.9,0,0,0,0,Inativo
1843,173,1,55.4,0,0,0,0,Inativo
1844,173,1,297.4,0,0,0,0,Inativo
1845,173,1,221.6,0,0,0,0,Inativo
1846,173,1,76.9,0,0,0,0,Inativo
1847,173,1,257.8,0,0,0,0,Inativo
1848,173,1,92.84,0,0,0,0,Inativo
1849,173,1,174.7,0,0,0,0,Inativo
1850,173,1,77.7,0,0,0,0,Inativo
1851,173,1,183.7,0,0,0,0,Inativo
1852,173,1,49.9,0,0,0,0,Inativo
1853,173,1,189.0,0,0,0,0,Inativo
1854,212,1,202.8,0,0,0,0,Inativo
1855,173,1,59.9,0,0,0,0,Inativo
1856,173,1,69.9,0,0,0,0,Inativo
1857,173,1,243.91,0,0,0,0,Inativo
1858,173,1,220.7,0,0,0,0,Inativo
1859,173,1,268.5,0,0,0,0,Inativo
1860,173,1,151.74,0,0,0,0,Inativo
1861,173,1,179.8,0,0,0,0,Inativo
1862,173,1,147.79,0,0,0,0,Inativo
1863,173,1,269.7,0,0,0,0,Inativo
1864,173,1,109.9,0,0,0,0,Inativo
1865,173,1,229.6,0,0,0,0,Inativo
1866,173,1,69.9,0,0,0,0,Inativo
1867,173,1,274.7,0,0,0,0,Inativo
1868,172,1,107.55,0,0,0,0,Inativo
1869,172,1,199.7,0,0,0,0,Inativo
1870,172,1,69.9,0,0,0,0,Inativo
1871,172,1,215.81,0,0,0,0,Inativo
1872,172,1,221.6,0,0,0,0,Inativo
1873,172,1,164.7,0,0,0,0,Inativo
1874,172,1,109.8,0,0,0,0,Inativo
1875,172,1,109.9,0,0,0,0,Inativo
1876,172,1,203.9,0,0,0,0,Inativo
1877,172,1,54.9,0,0,0,0,Inativo
1878,172,1,149.0,0,0,0,0,Inativo
1879,172,1,128.9,0,0,0,0,Inativo
1880,172,1,132.6,0,0,0,0,Inativo
1881,172,1,259.6,0,0,0,0,Inativo
1882,172,1,278.8,0,0,0,0,Inativo
1883,172,1,54.9,0,0,0,0,Inativo
1884,172,1,143.2,0,0,0,0,Inativo
1885,172,1,117.09,0,0,0,0,Inativo
1886,172,1,183.9,0,0,0,0,Inativo
1887,172,1,119.9,0,0,0,0,Inativo
1888,172,1,189.0,0,0,0,0,Inativo
1889,172,1,59.9,0,0,0,0,Inativo
1890,172,1,109.9,0,0,0,0,Inativo
1891,172,1,98.6,0,0,0,0,Inativo
1892,172,1,54.9,0,0,0,0,Inativo
1893,172,1,213.8,0,0,0,0,Inativo
1894,172,1,104.8,0,0,0,0,Inativo
1895,172,1,76.9,0,0,0,0,Inativo
1896,172,1,179.8,0,0,0,0,Inativo
1897,172,1,106.8,0,0,0,0,Inativo
1898,172,1,179.7,0,0,0,0,Inativo
1899,172,1,139.8,0,0,0,0,Inativo
1900,172,1,289.9,0,0,0,0,Inativo
1901,172,1,106.44,0,0,0,0,Inativo
1902,172,1,109.9,0,0,0,0,Inativo
1903,172,1,219.8,0,0,0,0,Inativo
1904,172,1,233.4,0,0,0,0,Inativo
1905,172,1,63.8,0,0,0,0,Inativo
1906,172,1,189.0,0,0,0,0,Inativo
1907,172,1,139.8,0,0,0,0,Inativo
1908,172,1,189.0,0,0,0,0,Inativo
1909,172,1,143.9,0,0,0,0,Inativo
1910,172,1,278.0,0,0,0,0,Inativo
1911,172,1,69.9,0,0,0,0,Inativo
1912,172,1,190.7,0,0,0,0,Inativo
1913,172,1,49.9,0,0,0,0,Inativo
1914,172,1,118.2,0,0,0,0,Inativo
1915,172,1,109.9,0,0,0,0,Inativo
1916,172,1,171.5,0,0,0,0,Inativo
1917,172,1,109.9,0,0,0,0,Inativo
1918,172,1,121.8,0,0,0,0,Inativo
1919,172,1,235.3,0,0,0,0,Inativo
1920,172,1,127.2,0,0,0,0,Inativo
1921,210,1,186.3,0,0,0,0,Inativo
1922,172,1,54.9,0,0,0,0,Inativo
1923,172,1,164.9,0,0,0,0,Inativo
1924,172,1,219.8,0,0,0,0,Inativo
1925,172,1,183.9,0,0,0,0,Inativo
1926,172,1,119.9,0,0,0,0,Inativo
1927,172,1,219.8,0,0,0,0,Inativo
1928,172,1,139.8,0,0,0,0,Inativo
1929,172,1,166.7,0,0,0,0,Inativo
1930,172,1,109.9,0,0,0,0,Inativo
1931,172,1,104.41,0,0,0,0,Inativo
1932,172,1,119.9,0,0,0,0,Inativo
1933,172,1,109.9,0,0,0,0,Inativo
1934,172,1,152.1,0,0,0,0,Inativo
1935,172,1,219.6,0,0,0,0,Inativo
1936,172,1,183.9,0,0,0,0,Inativo
1937,172,1,59.9,0,0,0,0,Inativo
1938,172,1,147.79,0,0,0,0,Inativo
1939,172,1,219.6,0,0,0,0,Inativo
1940,172,1,288.9,0,0,0,0,Inativo
1941,172,1,239.7,0,0,0,0,Inativo
1942,172,1,219.6,0,0,0,0,Inativo
1943,172,1,139.0,0,0,0,0,Inativo
1944,172,1,216.6,0,0,0,0,Inativo
1945,172,1,244.7,0,0,0,0,Inativo
1946,172,1,102.96,0,0,0,0,Inativo
1947,172,1,289.4,0,0,0,0,Inativo
1948,172,1,160.2,0,0,0,0,Inativo
1949,172,1,111.8,0,0,0,0,Inativo
1950,172,1,109.9,0,0,0,0,Inativo
1951,172,1,133.47,0,0,0,0,Inativo
1952,172,1,166.3,0,0,0,0,Inativo
1953,172,1,109.9,0,0,0,0,Inativo
1954,172,1,54.9,0,0,0,0,Inativo
1955,172,1,156.3,0,0,0,0,Inativo
1956,172,1,258.9,0,0,0,0,Inativo
1957,172,1,102.1,0,0,0,0,Inativo
1958,172,1,147.79,0,0,0,0,Inativo
1959,172,1,96.87,0,0,0,0,Inativo
1960,172,1,134.9,0,0,0,0,Inativo
1961,172,1,76.9,0,0,0,0,Inativo
1962,172,1,101.8,0,0,0,0,Inativo
1963,172,1,59.9,0,0,0,0,Inativo
1964,172,1,282.4,0,0,0,0,Inativo
1965,172,1,221.0,0,0,0,0,Inativo
1966,172,1,219.8,0,0,0,0,Inativo
1967,172,1,169.8,0,0,0,0,Inativo
1968,172,1,253.2,0,0,0,0,Inativo
1969,172,1,166.7,0,0,0,0,Inativo
1970,172,1,164.8,0,0,0,0,Inativo
1971,172,1,109.9,0,0,0,0,Inativo
1972,172,1,59.9,0,0,0,0,Inativo
1973,172,1,107.55,0,0,0,0,Inativo
1974,172,1,87.2,0,0,0,0,Inativo
1975,172,1,168.5,0,0,0,0,Inativo
1976,172,1,109.9,0,0,0,0,Inativo
1977,172,1,183.9,0,0,0,0,Inativo
1978,172,1,70.2,0,0,0,0,Inativo
1979,172,1,161.35,0,0,0,0,Inativo
1980,172,1,95.8,0,0,0,0,Inativo
1981,172,1,119.9,0,0,0,0,Inativo
1982,172,1,69.9,0,0,0,0,Inativo
1983,172,1,136.7,0,0,0,0,Inativo
1984,172,1,203.9,0,0,0,0,Inativo
1985,172,1,293.7,0,0,0,0,Inativo
1986,172,1,253.0,0,0,0,0,Inativo
1987,172,1,246.6,0,0,0,0,Inativo
1988,172,1,156.7,0,0,0,0,Inativo
1989,172,1,149.0,0,0,0,0,Inativo
1990,172,1,87.2,0,0,0,0,Inativo
1991,172,1,197.73,0,0,0,0,Inativo
1992,172,1,169.8,0,0,0,0,Inativo
1993,172,1,111.8,0,0,0,0,Inativo
1994,172,1,54.9,0,0,0,0,Inativo
1995,172,1,164.7,0,0,0,0,Inativo
1996,172,1,127.1,0,0,0,0,Inativo
1997,172,1,160.8,0,0,0,0,Inativo
1998,172,1,124.8,0,0,0,0,Inativo
1999,172,1,221.6,0,0,0,0,Inativo
2000,172,1,104.8,0,0,0,0,Inativo
2001,172,1,169.8,0,0,0,0,Inativo
2002,172,1,103.8,0,0,0,0,Inativo
2003,172,1,287.81,0,0,0,0,Inativo
2004,172,1,201.6,0,0,0,0,Inativo
2005,172,1,90.86,0,0,0,0,Inativo
2006,172,1,49.9,0,0,0,0,Inativo
2007,172,1,69.9,0,0,0,0,Inativo
2008,172,1,109.9,0,0,0,0,Inativo
2009,172,1,183.9,0,0,0,0,Inativo
2010,172,1,62.91,0,0,0,0,Inativo
2011,172,1,109.9,0,0,0,0,Inativo
2012,172,1,111.8,0,0,0,0,Inativo
2013,172,1,69.9,0,0,0,0,Inativo
2014,172,1,149.0,0,0,0,0,Inativo
2015,172,1,292.9,0,0,0,0,Inativo
2016,172,1,239.8,0,0,0,0,Inativo
2017,172,1,109.9,0,0,0,0,Inativo
2018,172,1,194.7,0,0,0,0,Inativo
2019,172,1,168.36,0,0,0,0,Inativo
2020,172,1,118.37,0,0,0,0,Inativo
2021,172,1,109.9,0,0,0,0,Inativo
2022,172,1,299.7,0,0,0,0,Inativo
2023,172,1,109.8,0,0,0,0,Inativo
2024,172,1,125.4,0,0,0,0,Inativo
2025,172,1,257.8,0,0,0,0,Inativo
2026,172,1,162.4,0,0,0,0,Inativo
2027,172,1,69.9,0,0,0,0,Inativo
2028,172,1,47.1,0,0,0,0,Inativo
2029,172,1,161.74,0,0,0,0,Inativo
2030,172,1,164.8,0,0,0,0,Inativo
2031,172,1,139.8,0,0,0,0,Inativo
2032,172,1,179.7,0,0,0,0,Inativo
2033,172,1,109.8,0,0,0,0,Inativo
2034,172,1,229.7,0,0,0,0,Inativo
2035,172,1,69.9,0,0,0,0,Inativo
2036,172,1,198.9,0,0,0,0,Inativo
2037,172,1,109.9,0,0,0,0,Inativo
2038,172,1,215.9,0,0,0,0,Inativo
2039,172,1,229.8,0,0,0,0,Inativo
2040,172,1,111.8,0,0,0,0,Inativo
2041,172,1,183.7,0,0,0,0,Inativo
2042,172,1,109.8,0,0,0,0,Inativo
2043,172,1,61.6,0,0,0,0,Inativo
2044,172,1,195.8,0,0,0,0,Inativo
2045,172,1,109.8,0,0,0,0,Inativo
2046,172,1,213.8,0,0,0,0,Inativo
2047,172,1,159.8,0,0,0,0,Inativo
2048,172,1,87.2,0,0,0,0,Inativo
2049,172,1,204.91,0,0,0,0,Inativo
2050,172,1,166.3,0,0,0,0,Inativo
2051,172,1,286.5,0,0,0,0,Inativo
2052,172,1,232.8,0,0,0,0,Inativo
2053,172,1,219.8,0,0,0,0,Inativo
2054,172,1,182.93,0,0,0,0,Inativo
2055,172,1,119.9,0,0,0,0,Inativo
2056,172,1,194.7,0,0,0,0,Inativo
2057,172,1,69.9,0,0,0,0,Inativo
2058,172,1,109.8,0,0,0,0,Inativo
2059,172,1,69.9,0,0,0,0,Inativo
2060,172,1,109.9,0,0,0,0,Inativo
2061,172,1,218.9,0,0,0,0,Inativo
2062,172,1,123.9,0,0,0,0,Inativo
2063,172,1,104.0,0,0,0,0,Inativo
2064,172,1,149.0,0,0,0,0,Inativo
2065,172,1,127.2,0,0,0,0,Inativo
2066,172,1,127.2,0,0,0,0,Inativo
2067,172,1,139.9,0,0,0,0,Inativo
2068,172,1,251.6,0,0,0,0,Inativo
2069,213,1,197.2,0,0,0,0,Inativo
2070,210,1,238.8,0,0,0,0,Inativo
2071,172,1,99.9,0,0,0,0,Inativo
2072,172,1,149.0,0,0,0,0,Inativo
2073,172,1,259.6,0,0,0,0,Inativo
2074,172,1,146.7,0,0,0,0,Inativo
2075,172,1,189.0,0,0,0,0,Inativo
2076,172,1,109.9,0,0,0,0,Inativo
2077,172,1,69.9,0,0,0,0,Inativo
2078,172,1,209.7,0,0,0,0,Inativo
2079,172,1,183.8,0,0,0,0,Inativo
2080,172,1,268.9,0,0,0,0,Inativo
2081,172,1,202.9,0,0,0,0,Inativo
2082,172,1,289.7,0,0,0,0,Inativo
2083,172,1,181.6,0,0,0,0,Inativo
2084,172,1,219.6,0,0,0,0,Inativo
2085,172,1,209.7,0,0,0,0,Inativo
2086,172,1,109.9,0,0,0,0,Inativo
2087,172,1,49.9,0,0,0,0,Inativo
2088,172,1,119.8,0,0,0,0,Inativo
2089,172,1,195.8,0,0,0,0,Inativo
2090,172,1,109.9,0,0,0,0,Inativo
2091,172,1,109.9,0,0,0,0,Inativo
2092,172,1,208.6,0,0,0,0,Inativo
2093,172,1,258.9,0,0,0,0,Inativo
2094,172,1,294.89,0,0,0,0,Inativo
2095,172,1,181.9,0,0,0,0,Inativo
2096,172,1,209.8,0,0,0,0,Inativo
2097,172,1,99.9,0,0,0,0,Inativo
2098,172,1,179.8,0,0,0,0,Inativo
2099,172,1,111.8,0,0,0,0,Inativo
2100,172,1,109.8,0,0,0,0,Inativo
2101,172,1,109.9,0,0,0,0,Inativo
2102,172,1,49.9,0,0,0,0,Inativo
2103,172,1,118.7,0,0,0,0,Inativo
2104,172,1,178.4,0,0,0,0,Inativo
2105,172,1,69.9,0,0,0,0,Inativo
2106,172,1,278.5,0,0,0,0,Inativo
2107,172,1,219.0,0,0,0,0,Inativo
2108,172,1,182.5,0,0,0,0,Inativo
2109,172,1,174.7,0,0,0,0,Inativo
2110,172,1,54.9,0,0,0,0,Inativo
2111,200,1,186.8,0,0,0,0,Inativo
2112,200,1,169.0,0,0,0,0,Inativo
2113,200,1,64.7,0,0,0,0,Inativo
